,v1,v2
471,0,"long since screamed, princess?"
472,0,"nothing. meant money enters account here, bank remove flat rate. someone transfered &lt;#&gt; account &lt;#&gt; dollars got removed. banks differ charges also differ.be sure trust 9ja person sending account details cos..."
473,1,want 2 get laid tonight? want real dogging locations sent direct 2 ur mob? join uk's largest dogging network txting moan 69888nyt. ec2a. 31p.msg@150p
474,0,nice line said broken heart- plz cum 1 times infront me... wise trust u... good 9t:)
475,0,ok i'm gonna head usf like fifteen minut
476,0,love aathi..love u lot..
477,0,tension ah?what machi?any problem?
478,0,"k, pick another 8th done?"
479,0,when're guys getting back? g said thinking staying mcr
480,0,"almost there, see u sec"
481,0,"yo carlos, friends already asking you, working weekend?"
482,0,watching tv lor...
483,0,thank baby! cant wait taste real thing...
484,0,change fb jaykwon thuglyfe falconerf
485,0,win really 1 side long time.
486,1,"free message activate 500 free text messages replying message word free terms & conditions, visit www.07781482378.com"
487,0,dear reached railway. happen
488,0,"depends quality. want type sent boye, faded glory, 6. want ralphs maybe 2"
489,0,think i've fixed send test message?
490,0,"sorry man account's dry would, want could trade back half could buy shit credit card"
491,1,"congrats! 1 year special cinema pass 2 yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc 4 free! bx420-ip4-5we. 150pm. dont miss out!"
492,0,"sorry,in meeting i'll call lat"
493,0,class &lt;#&gt; reunion?
494,0,free now?can call now?
495,0,got meh... when?
496,0,nope... think go monday... sorry replied l
497,0,told accenture confirm. true.
498,0,"kate jackson rec center 7ish, right?"
499,0,dear reache room
500,0,"fighting world easy, u either win lose bt fightng some1 close u dificult u lose - u lose u win - u still lose."
501,0,ì_ come out?
502,0,check nuerologist.
503,0,lolnice. went fish ..water.?
504,1,+123 congratulations - week's competition draw u å£1450 prize claim call 09050002311 b4280703. t&cs/stop sms 08718727868. 18 150ppm
505,0,waiting e car dat's bored wat. cos wait outside got nothing 2 do. home stuff watch tv wat.
506,0,"maybe westshore hyde park village, place near house?"
507,0,know now. how's anthony. bringing money. i've school fees pay rent stuff like that. thats need help. friend need....|
508,0,what's significance?
509,0,opinion me? 1. 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. matured 8. stylish 9. simple pls reply..
510,0,"8 latest, g's still scrounge ammo want give new ak tri"
511,0,prabha..i'm soryda..realy..frm heart i'm sori
512,0,lol ok forgiven :)
513,0,no..jst change tat only..
514,1,"guaranteed latest nokia phone, 40gb ipod mp3 player å£500 prize! txt word: collect no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+"
515,0,s:)no competition him.
516,1,boltblue tones 150p reply poly# mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come stop 4 tones txt
517,1,credits topped http://www.bubbletext.com renewal pin tgxxrz
518,0,"way transport less problematic sat night. way, u want ask n join bday, feel free. need know definite nos booking fri."
519,0,usually person unconscious that's children adults may behave abnormally. i.ll cal
520,0,that's ebay might less elsewhere.
521,0,shall come get pickl
522,0,gonna go get taco
523,0,"that's rude, campus?"
524,1,"urgent!: mobile no. awarded å£2,000 bonus caller prize 02/09/03! 2nd attempt contact you! call 0871-872-9755 box95qu"
525,0,hi b ard 4 christmas. enjoy n merry x'mas.
526,1,"today's offer! claim ur å£150 worth discount vouchers! text yes 85023 now! savamob, member offers mobile! cs 08717898035. å£3.00 sub. 16 . unsub reply x"
527,0,yes! pretty lady like single?
528,1,recieve tone within next 24hrs. terms conditions please see channel u teletext pg 750
529,0,jay says double-faggot
530,1,private! 2003 account statement 07815296484 shows 800 un-redeemed s.i.m. points. call 08718738001 identifier code 41782 expires 18/11/04
531,0,today-sunday..sunday holiday..so work..
532,0,gudnite....tc...practice go
533,0,i'll late...
534,0,"i've called while. hoping l8r malaria know miss guys. miss bani big, pls give love especially. great day."
535,0,"good afternoon, love! goes day ? hope maybe got leads job. think you, boytoy send passionate kiss across sea"
536,0,"probably gonna while, see later tonight &lt;)"
537,0,maybe fat fingers press buttons know do.
538,0,ummmmmaah many many happy returns day dear sweet heart.. happy birthday dear
539,0,"tirupur da, started office call me."
540,1,www.applausestore.com monthlysubscription@50p/msg max6/month t&csc web age16 2stop txt stop
541,0,"famous quote : develop ability listen 'anything' unconditionally without losing temper self confidence, means ......... 'married'"
542,0,going college pa. do. else ill come self. pa.
543,0,4 oclock mine. bash flat plan.
544,0,girl stay bed. girl need recovery time. id rather pass fun cooped b
545,0,special there?
546,0,know need get hotel now. got invitation apologise. cali sweet come english bloke's weddin
547,0,"sorry took long, omw"
548,0,wait &lt;#&gt; min..
549,0,ok give 5 minutes think see her. btw alibi. cutting hair whole time.
550,0,"imagine finally get sink bath put paces, maybe even eat left ... also imagine feel cage cock surrounded bath water, reminding always owns ... enjoy, cuck"
551,0,"hurry up, i've weed-deficient like three day"
552,0,"sure, get acknowledgement astoundingly tactless generally faggy demand blood oath fo"
553,0,ok. every night take warm bath drink cup milk see work magic. still need loose weight. know
554,0,iû÷ll look frying pan case itû÷s cheap book perhaps. thatû÷s silly frying pan isnû÷t likely book
555,0,o. well uv causes mutations. sunscreen like essential theseday
556,0,lunch:)you online?why?
557,0,know friend already told that.
558,0,hi princess! thank pics. pretty. you?
559,0,"aiyo... u always c ex one... dunno abt mei, reply... first time u reply fast... lucky workin huh, got bao ur sugardad ah...gee.."
560,0,hi msg me:)i'm office..
561,0,thanx 4 e brownie v nice...
562,0,geeeee ... love much barely stand
563,1,gent! trying contact you. last weekends draw shows å£1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm
564,0,"fuck babe ... miss already, know ? can't let send money towards net ? need ... want ... crave ..."
565,0,"ill call u 2mrw ninish, address icky american freek wont stop callin 2 bad jen k eh?"
566,0,oooh bed ridden ey? thinking of?
567,0,"anyways, go gym whatever, love *smiles* hope ok good day babe ... miss much alreadi"
568,0,love it! daddy make scream pleasure! going slap ass dick!
569,0,wot u wanna missy?
570,0,yar lor wait 4 mum 2 finish sch lunch lor... whole morning stay home clean room room quite clean... hee...
571,0,know lab goggles w
572,0,open door?
573,0,waiting call.
574,0,nope waiting sch 4 daddy...
575,1,"?1,000 cash ?2,000 prize! claim, call09050000327"
576,0,"i'm tired arguing week week. want on, i'll same."
577,0,ìï wait 4 sch finish ard 5..
578,1,"mobile number å£5000, claim calls us back ring claims hot line 09050005321."
579,0,"arngd marriage u r walkin unfortuntly snake bites u. bt love marriage dancing frnt snake &amp; sayin bite me, bite me."
580,0,huh early.. ì_ dinner outside izzit?
581,0,ok anyway need change said
582,1,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
583,0,ex-wife able kids. want kids one day?
584,0,how's scotland. hope showing jjc tendencies. take care. live dream
585,0,tell u headache want use 1 hour sick time.
586,0,"dun thk i'll quit yet... hmmm, go jazz ? yogasana oso can... go meet em lessons den..."
587,0,"\pete please ring meive hardly gotany credit\"""""
588,0,ya srsly better yi tho
589,0,"i'm meeting, call lat"
590,1,"ur chance win å£250 wkly shopping spree txt: shop 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
591,1,specially selected receive 2000 pound award! call 08712402050 lines close. cost 10ppm. 16+. t&cs apply. ag promo
592,1,private! 2003 account statement 07753741225 shows 800 un-redeemed s. i. m. points. call 08715203677 identifier code: 42478 expires 24/10/04
593,0,still grand prix?
594,0,"met stranger choose friend. long world stands, friendship never ends. lets friends forever!!! gud nitz..."
595,0,great! you?
596,0,gud mrng dear nice day
597,1,important customer service announcement. call freephone 0800 542 0825 now!
598,0,do. exhausted train morning. much wine pie. sleep wel
599,0,i'm going buy mum's present ar.
600,0,mind blastin.. tsunamis occur on.. rajnikant stopped swimming indian ocean..:-d
601,0,u sending home first ok lor. i'm ready yet.
602,0,speaking cash yet?
603,0,happy there. come noon
604,0,meet lunch la...
605,0,take care n get well soon
606,1,xclusive@clubsaisai 2morow 28/5 soiree speciale zouk nichols paris.free roses 2 ladies !!! info: 07946746291/07880867867
607,0,meant say cant wait see u getting bored bridgwater bant
608,0,neva mind ok..
609,0,"fine, imma get drink somethin. want come find you?"
610,1,22 days kick off! euro2004 u kept date latest news results daily. removed send get txt stop 83222
611,0,valentine game. . . send dis msg ur friends. .. 5 answers r someone really loves u. ques- colour suits best?rpli
612,0,many depend
613,0,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soon.c
614,0,called said him:)then choose future.
615,0,"\happy valentines day\"" know early hundreds handsomes beauties wish. thought finish aunties uncles 1st..."""
616,0,like v shock leh. cos telling shuhui like telling leona also. like dat almost know liao. got ask abt ur reaction lor.
617,0,family happiness..
618,0,come n pick ì_ up... come immediately aft ur lesson...
619,0,let snow. let snow. kind weather brings ppl together friendships grow.
620,0,dear got &lt;#&gt; dollars hi hi
621,0,good words.... words may leave u dismay many times.
622,0,make sure alex knows birthday fifteen minutes far concern
623,0,"sorry, no, got things do. may pub later."
624,0,"nah straight, bring bud drinks something that's actually little useful straight cash"
625,0,"haha good hear, i'm officially paid market 8th"
626,0,many licks take get center tootsie pop?
627,0,yup thk r e teacher said make face look longer. darren ask 2 cut short.
628,1,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddy.com. txt one name 89693
629,1,todays vodafone numbers ending 4882 selected receive å£350 award. number matches call 09064019014 receive å£350 award.
630,0,please dont say like that. hi hi hi
631,0,thank u!
632,0,oh forwarded message. thought send
633,0,got it. seventeen pounds seven hundred ml ûò hope ok.
634,1,"dear voucher holder, 2 claim weeks offer, pc go http://www.e-tlp.co.uk/expressoffer ts&cs apply.2 stop texts txt stop 80062."
635,0,n funny...
636,0,"sweetheart, hope kind day! one loads reasons smile. biola"
637,0,ì_ login dat time... dad fetching ì_ home now?
638,0,"shower, baby?"
639,0,askd u question hours before. answ
640,0,"well imma definitely need restock thanksgiving, i'll let know i'm"
641,0,"said kiss, kiss, can't sound effects! gorgeous man he! kind person needs smile brighten day!"
642,0,probably gonna swing wee bit
643,0,ya nice. . .be ready thursday
644,0,allo! braved buses taken trains triumphed. mean weû÷re bû÷ham. jolly good rest week
645,0,"watching cartoon, listening music &amp; eve go temple &amp; church.. u?"
646,0,mind ask happened? dont say uncomfortable.
647,1,private! 2003 account statement shows 800 un-redeemed s. i. m. points. call 08715203694 identifier code: 40533 expires 31/10/04
648,0,prob. send email.
649,1,"?1,000 cash ?2,000 prize! claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm"
650,0,thats cool! sometimes slow gentle. sonetimes rough hard :)
651,0,i'm gonna say no. sorry. would normal starting panic time. sorry again! seeing tuesday?
652,0,"wait, know wesleys town? bet hella drugs!"
653,0,fine miss much.
654,0,u got persons stori
655,0,tell drug dealer's getting impati
656,0,"sun cant come earth send luv rays. cloud cant come river send luv rain. cant come meet u, send care msg u. gud evng"
657,0,place man
658,0,"doesnt make sense take unless free. need know more, wikipedia.com"
659,1,88800 89034 premium phone services call 08718711108
660,0,"sea, lays rock. rock, envelope. envelope, paper. paper, 3 words... '"
661,0,mum's repent how?
662,0,sorry going home first... daddy come fetch ì_ later...
663,0,leave de:-). start prepare next:-)..
664,0,yes baby! study positions kama sutra ;)
665,0,en chikku nange bakra msg kalstiya..then tea/coffee?
666,0,carlos'll minute still need buy
667,0,pay &lt;decimal&gt; lakhs:)
668,0,good evening! ttyl
